transaction_id,date,time,day_of_week,time_slot,categories,city,customer_type,payment_method
TXN-04915,2024-02-21,10:37,Wednesday,Morning,"Home cleaning, Snacks and drinks, Dairy products and eggs, Meats and sausages",Quito,Regular,Cash
TXN-03640,2024-02-21,10:44,Wednesday,Morning,"Home cleaning, Fruits and vegetables, Dairy products and eggs, Snacks and drinks",Quito,New,Cash
TXN-01074,2024-02-21,10:56,Wednesday,Morning,"Dairy products and eggs, Snacks and drinks, Meats and sausages, Fruits and vegetables",Quito,Regular,Credit card
TXN-06468,2024-02-21,11:17,Wednesday,Morning,"Dairy products and eggs, Personal care",Quito,Regular,Credit card
TXN-06208,2024-02-21,12:16,Wednesday,Afternoon,"Dairy products and eggs, Personal care",Cuenca,Regular,Cash
TXN-07522,2024-02-21,12:53,Wednesday,Afternoon,"Snacks and drinks, Meats and sausages",Guayaquil,Regular,Cash
TXN-02931,2024-02-21,13:04,Wednesday,Afternoon,"Fruits and vegetables, Dairy products and eggs",Guayaquil,New,Cash
TXN-05651,2024-02-21,13:22,Wednesday,Afternoon,"Personal care, Dairy products and eggs, Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-09522,2024-02-21,13:32,Wednesday,Afternoon,"Dairy products and eggs, Personal care",Guayaquil,New,Cash
TXN-09378,2024-02-21,14:12,Wednesday,Afternoon,"Home cleaning, Dairy products and eggs, Meats and sausages, Snacks and drinks",Quito,New,Debit card
TXN-02289,2024-02-21,14:14,Wednesday,Afternoon,"Meats and sausages, Fruits and vegetables",Quito,New,Debit card
TXN-00236,2024-02-21,14:25,Wednesday,Afternoon,"Home cleaning, Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Credit card
TXN-05818,2024-02-21,14:34,Wednesday,Afternoon,"Dairy products and eggs, Personal care",Cuenca,Regular,Cash
TXN-07682,2024-02-21,14:34,Wednesday,Afternoon,"Fruits and vegetables, Meats and sausages, Snacks and drinks",Guayaquil,New,Credit card
TXN-05774,2024-02-21,15:28,Wednesday,Afternoon,"Meats and sausages, Snacks and drinks, Home cleaning, Personal care",Quito,Regular,Debit card
TXN-09239,2024-02-21,16:11,Wednesday,Afternoon,"Fruits and vegetables, Meats and sausages",Quito,Regular,Debit card
TXN-02614,2024-02-21,16:47,Wednesday,Afternoon,"Dairy products and eggs, Meats and sausages, Snacks and drinks",Quito,New,Credit card
TXN-06448,2024-02-21,17:53,Wednesday,Afternoon,"Personal care, Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-02383,2024-02-21,18:50,Wednesday,Evening,"Personal care, Home cleaning, Snacks and drinks, Dairy products and eggs",Quito,New,Cash
TXN-02435,2024-02-21,19:12,Wednesday,Evening,"Fruits and vegetables, Meats and sausages",Guayaquil,New,Debit card
TXN-08063,2024-02-21,19:14,Wednesday,Evening,"Fruits and vegetables, Dairy products and eggs, Snacks and drinks",Guayaquil,Regular,Cash
TXN-00479,2024-02-21,19:54,Wednesday,Evening,"Snacks and drinks, Meats and sausages",Cuenca,Regular,Cash
TXN-06691,2024-02-21,20:01,Wednesday,Evening,"Fruits and vegetables, Personal care, Snacks and drinks",Quito,Regular,Debit card
TXN-07112,2024-02-21,20:01,Wednesday,Evening,"Snacks and drinks, Fruits and vegetables, Home cleaning",Guayaquil,New,Credit card
TXN-03284,2024-02-21,20:27,Wednesday,Evening,"Personal care, Dairy products and eggs",Guayaquil,New,Credit card
TXN-01564,2024-02-22,10:44,Thursday,Morning,"Fruits and vegetables, Home cleaning, Dairy products and eggs",Quito,New,Cash
TXN-04539,2024-02-22,10:55,Thursday,Morning,"Dairy products and eggs, Home cleaning",Quito,Regular,Credit card
TXN-00909,2024-02-22,11:50,Thursday,Morning,"Dairy products and eggs, Fruits and vegetables, Home cleaning, Personal care",Cuenca,Regular,Cash
TXN-02424,2024-02-22,12:10,Thursday,Afternoon,"Home cleaning, Snacks and drinks, Fruits and vegetables, Meats and sausages",Guayaquil,Regular,Cash
TXN-07487,2024-02-22,12:37,Thursday,Afternoon,"Personal care, Fruits and vegetables, Snacks and drinks, Dairy products and eggs",Quito,Regular,Cash
TXN-02684,2024-02-22,12:46,Thursday,Afternoon,"Snacks and drinks, Dairy products and eggs",Quito,Regular,Debit card
TXN-09008,2024-02-22,13:16,Thursday,Afternoon,"Dairy products and eggs, Snacks and drinks",Guayaquil,Regular,Debit card
TXN-05667,2024-02-22,13:44,Thursday,Afternoon,"Fruits and vegetables, Snacks and drinks",Quito,Regular,Credit card
TXN-06211,2024-02-22,13:50,Thursday,Afternoon,"Meats and sausages, Personal care",Guayaquil,Regular,Credit card
TXN-08834,2024-02-22,13:54,Thursday,Afternoon,"Home cleaning, Meats and sausages",Quito,New,Cash
TXN-03594,2024-02-22,14:11,Thursday,Afternoon,"Snacks and drinks, Home cleaning",Quito,New,Cash
TXN-06303,2024-02-22,14:47,Thursday,Afternoon,"Meats and sausages, Snacks and drinks",Guayaquil,Regular,Debit card
TXN-02769,2024-02-22,15:38,Thursday,Afternoon,"Meats and sausages, Fruits and vegetables, Dairy products and eggs",Guayaquil,New,Debit card
TXN-06592,2024-02-22,15:51,Thursday,Afternoon,"Snacks and drinks, Meats and sausages",Quito,Regular,Cash
TXN-04638,2024-02-22,16:06,Thursday,Afternoon,"Snacks and drinks, Meats and sausages, Fruits and vegetables",Quito,Regular,Cash
TXN-08826,2024-02-22,16:28,Thursday,Afternoon,"Dairy products and eggs, Home cleaning, Snacks and drinks",Guayaquil,New,Cash
TXN-03782,2024-02-22,16:36,Thursday,Afternoon,"Snacks and drinks, Dairy products and eggs",Quito,New,Credit card
TXN-05529,2024-02-22,16:54,Thursday,Afternoon,"Fruits and vegetables, Home cleaning, Meats and sausages",Quito,Regular,Cash
TXN-05019,2024-02-22,16:58,Thursday,Afternoon,"Snacks and drinks, Fruits and vegetables, Personal care",Quito,Regular,Debit card
TXN-05363,2024-02-22,17:42,Thursday,Afternoon,"Dairy products and eggs, Home cleaning, Personal care",Guayaquil,Regular,Credit card
TXN-08589,2024-02-22,17:58,Thursday,Afternoon,"Dairy products and eggs, Snacks and drinks",Guayaquil,New,Cash
TXN-05973,2024-02-22,18:10,Thursday,Evening,"Dairy products and eggs, Meats and sausages, Personal care",Guayaquil,Regular,Credit card
TXN-01774,2024-02-22,18:20,Thursday,Evening,"Snacks and drinks, Fruits and vegetables, Meats and sausages",Quito,New,Credit card
TXN-03507,2024-02-22,18:40,Thursday,Evening,"Home cleaning, Personal care, Dairy products and eggs, Snacks and drinks",Quito,Regular,Cash
TXN-06746,2024-02-22,19:21,Thursday,Evening,"Fruits and vegetables, Snacks and drinks",Quito,New,Credit card
TXN-01998,2024-02-23,09:45,Friday,Morning,"Fruits and vegetables, Meats and sausages, Dairy products and eggs",Quito,Regular,Debit card
TXN-06155,2024-02-23,10:11,Friday,Morning,"Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Credit card
TXN-05414,2024-02-23,10:13,Friday,Morning,"Meats and sausages, Snacks and drinks",Guayaquil,Regular,Cash
TXN-08360,2024-02-23,10:18,Friday,Morning,"Dairy products and eggs, Fruits and vegetables, Home cleaning",Quito,Regular,Credit card
TXN-01324,2024-02-23,10:34,Friday,Morning,"Fruits and vegetables, Meats and sausages",Quito,Regular,Credit card
TXN-06828,2024-02-23,10:55,Friday,Morning,"Fruits and vegetables, Personal care, Home cleaning",Guayaquil,Regular,Credit card
TXN-08127,2024-02-23,11:34,Friday,Morning,"Fruits and vegetables, Dairy products and eggs",Quito,New,Debit card
TXN-00968,2024-02-23,11:37,Friday,Morning,"Fruits and vegetables, Dairy products and eggs",Quito,Regular,Cash
TXN-06750,2024-02-23,12:11,Friday,Afternoon,"Fruits and vegetables, Dairy products and eggs, Personal care",Guayaquil,New,Debit card
TXN-03339,2024-02-23,12:31,Friday,Afternoon,"Snacks and drinks, Home cleaning, Fruits and vegetables",Cuenca,New,Debit card
TXN-08740,2024-02-23,12:38,Friday,Afternoon,"Snacks and drinks, Fruits and vegetables",Cuenca,Regular,Cash
TXN-06292,2024-02-23,14:26,Friday,Afternoon,"Dairy products and eggs, Snacks and drinks, Meats and sausages",Quito,Regular,Cash
TXN-07642,2024-02-23,15:07,Friday,Afternoon,"Fruits and vegetables, Snacks and drinks",Cuenca,Regular,Credit card
TXN-09127,2024-02-23,15:08,Friday,Afternoon,"Dairy products and eggs, Home cleaning, Fruits and vegetables",Quito,New,Credit card
TXN-09605,2024-02-23,15:30,Friday,Afternoon,"Fruits and vegetables, Meats and sausages, Snacks and drinks, Personal care",Quito,Regular,Debit card
TXN-02231,2024-02-23,15:58,Friday,Afternoon,"Home cleaning, Snacks and drinks",Quito,New,Cash
TXN-05103,2024-02-23,16:04,Friday,Afternoon,"Snacks and drinks, Personal care",Guayaquil,Regular,Credit card
TXN-07284,2024-02-23,16:26,Friday,Afternoon,"Meats and sausages, Home cleaning",Guayaquil,Regular,Credit card
TXN-01974,2024-02-23,16:30,Friday,Afternoon,"Snacks and drinks, Personal care",Guayaquil,New,Credit card
TXN-05378,2024-02-23,16:46,Friday,Afternoon,"Home cleaning, Dairy products and eggs, Personal care",Guayaquil,Regular,Cash
TXN-04043,2024-02-23,17:29,Friday,Afternoon,"Snacks and drinks, Fruits and vegetables",Cuenca,Regular,Cash
TXN-04930,2024-02-23,18:06,Friday,Evening,"Meats and sausages, Personal care, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-05279,2024-02-23,18:39,Friday,Evening,"Dairy products and eggs, Snacks and drinks, Home cleaning, Fruits and vegetables",Quito,Regular,Debit card
TXN-06806,2024-02-23,19:48,Friday,Evening,"Snacks and drinks, Home cleaning, Personal care",Guayaquil,New,Cash
TXN-03329,2024-02-24,09:37,Saturday,Morning,"Meats and sausages, Snacks and drinks",Guayaquil,Regular,Cash
TXN-03656,2024-02-24,10:17,Saturday,Morning,"Meats and sausages, Home cleaning, Dairy products and eggs",Quito,Regular,Debit card
TXN-01311,2024-02-24,10:41,Saturday,Morning,"Fruits and vegetables, Personal care, Meats and sausages, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-06199,2024-02-24,10:44,Saturday,Morning,"Fruits and vegetables, Meats and sausages",Quito,Regular,Cash
TXN-04499,2024-02-24,10:46,Saturday,Morning,"Dairy products and eggs, Fruits and vegetables, Personal care",Guayaquil,Regular,Credit card
TXN-07206,2024-02-24,11:15,Saturday,Morning,"Dairy products and eggs, Snacks and drinks, Home cleaning",Quito,Regular,Cash
TXN-03067,2024-02-24,11:16,Saturday,Morning,"Dairy products and eggs, Personal care",Guayaquil,Regular,Debit card
TXN-01290,2024-02-24,11:50,Saturday,Morning,"Meats and sausages, Home cleaning, Dairy products and eggs",Guayaquil,Regular,Debit card
TXN-08833,2024-02-24,12:43,Saturday,Afternoon,"Fruits and vegetables, Meats and sausages, Dairy products and eggs",Quito,New,Credit card
TXN-00046,2024-02-24,12:59,Saturday,Afternoon,"Fruits and vegetables, Meats and sausages",Cuenca,Regular,Cash
TXN-00232,2024-02-24,13:09,Saturday,Afternoon,"Home cleaning, Snacks and drinks, Dairy products and eggs",Quito,Regular,Credit card
TXN-03191,2024-02-24,14:05,Saturday,Afternoon,"Snacks and drinks, Meats and sausages, Fruits and vegetables, Home cleaning",Guayaquil,New,Cash
TXN-06497,2024-02-24,14:29,Saturday,Afternoon,"Meats and sausages, Personal care, Dairy products and eggs",Cuenca,Regular,Credit card
TXN-00024,2024-02-24,14:50,Saturday,Afternoon,"Meats and sausages, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-07942,2024-02-24,15:15,Saturday,Afternoon,"Snacks and drinks, Meats and sausages, Home cleaning",Quito,Regular,Debit card
TXN-02887,2024-02-24,16:28,Saturday,Afternoon,"Dairy products and eggs, Meats and sausages, Home cleaning",Quito,Regular,Debit card
TXN-05688,2024-02-24,18:40,Saturday,Evening,"Snacks and drinks, Personal care",Guayaquil,Regular,Cash
TXN-06126,2024-02-24,19:19,Saturday,Evening,"Snacks and drinks, Meats and sausages, Home cleaning",Quito,Regular,Cash
TXN-07613,2024-02-24,19:21,Saturday,Evening,"Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-06766,2024-02-24,19:57,Saturday,Evening,"Snacks and drinks, Fruits and vegetables",Quito,Regular,Credit card
TXN-09677,2024-02-24,20:55,Saturday,Evening,"Home cleaning, Meats and sausages, Personal care",Guayaquil,Regular,Credit card
TXN-06626,2024-02-25,09:11,Sunday,Morning,"Dairy products and eggs, Meats and sausages",Quito,Regular,Cash
TXN-06832,2024-02-25,09:40,Sunday,Morning,"Fruits and vegetables, Home cleaning",Guayaquil,Regular,Cash
TXN-05817,2024-02-25,10:04,Sunday,Morning,"Meats and sausages, Snacks and drinks, Dairy products and eggs",Quito,Regular,Credit card
TXN-03718,2024-02-25,10:10,Sunday,Morning,"Home cleaning, Meats and sausages, Dairy products and eggs",Quito,Regular,Debit card
TXN-09257,2024-02-25,10:18,Sunday,Morning,"Meats and sausages, Home cleaning, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-01341,2024-02-25,10:31,Sunday,Morning,"Dairy products and eggs, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-01717,2024-02-25,10:41,Sunday,Morning,"Fruits and vegetables, Dairy products and eggs, Snacks and drinks, Meats and sausages",Guayaquil,Regular,Debit card
TXN-07478,2024-02-25,11:21,Sunday,Morning,"Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Debit card
TXN-06039,2024-02-25,11:35,Sunday,Morning,"Fruits and vegetables, Meats and sausages, Home cleaning, Personal care",Guayaquil,Regular,Cash
TXN-09824,2024-02-25,11:46,Sunday,Morning,"Fruits and vegetables, Meats and sausages, Dairy products and eggs",Cuenca,Regular,Credit card
TXN-09955,2024-02-25,11:56,Sunday,Morning,"Fruits and vegetables, Home cleaning",Guayaquil,Regular,Credit card
TXN-07693,2024-02-25,11:58,Sunday,Morning,"Meats and sausages, Dairy products and eggs",Quito,New,Cash
TXN-02389,2024-02-25,12:04,Sunday,Afternoon,"Snacks and drinks, Dairy products and eggs, Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-06830,2024-02-25,12:19,Sunday,Afternoon,"Snacks and drinks, Meats and sausages",Quito,New,Credit card
TXN-04522,2024-02-25,12:27,Sunday,Afternoon,"Meats and sausages, Dairy products and eggs, Snacks and drinks, Home cleaning",Guayaquil,Regular,Credit card
TXN-05887,2024-02-25,12:36,Sunday,Afternoon,"Dairy products and eggs, Meats and sausages, Home cleaning, Snacks and drinks",Quito,Regular,Credit card
TXN-02776,2024-02-25,12:53,Sunday,Afternoon,"Dairy products and eggs, Fruits and vegetables, Meats and sausages",Guayaquil,New,Debit card
TXN-06467,2024-02-25,13:47,Sunday,Afternoon,"Dairy products and eggs, Snacks and drinks, Personal care",Guayaquil,Regular,Credit card
TXN-09656,2024-02-25,14:03,Sunday,Afternoon,"Fruits and vegetables, Home cleaning",Quito,New,Cash
TXN-04960,2024-02-25,14:30,Sunday,Afternoon,"Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-09733,2024-02-25,15:23,Sunday,Afternoon,"Dairy products and eggs, Snacks and drinks",Quito,New,Cash
TXN-03163,2024-02-25,17:31,Sunday,Afternoon,"Snacks and drinks, Meats and sausages, Dairy products and eggs",Quito,New,Debit card
TXN-02482,2024-02-25,18:28,Sunday,Evening,"Meats and sausages, Home cleaning, Personal care, Snacks and drinks",Guayaquil,Regular,Cash
TXN-03653,2024-02-25,18:39,Sunday,Evening,"Personal care, Dairy products and eggs",Quito,Regular,Credit card
TXN-00108,2024-02-25,18:45,Sunday,Evening,"Home cleaning, Dairy products and eggs, Snacks and drinks, Personal care",Quito,Regular,Credit card
TXN-08402,2024-02-25,18:51,Sunday,Evening,"Home cleaning, Dairy products and eggs, Personal care",Quito,New,Debit card
TXN-04489,2024-02-25,19:41,Sunday,Evening,"Meats and sausages, Dairy products and eggs, Home cleaning",Guayaquil,Regular,Debit card
TXN-01383,2024-02-25,19:55,Sunday,Evening,"Personal care, Fruits and vegetables, Meats and sausages, Home cleaning",Guayaquil,Regular,Credit card
TXN-01666,2024-02-25,20:04,Sunday,Evening,"Home cleaning, Snacks and drinks",Quito,New,Cash
TXN-07440,2024-02-26,09:21,Monday,Morning,"Personal care, Home cleaning",Cuenca,Regular,Cash
TXN-04340,2024-02-26,09:22,Monday,Morning,"Snacks and drinks, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-09059,2024-02-26,09:36,Monday,Morning,"Dairy products and eggs, Meats and sausages, Personal care",Quito,Regular,Debit card
TXN-09446,2024-02-26,09:37,Monday,Morning,"Snacks and drinks, Dairy products and eggs, Fruits and vegetables",Guayaquil,New,Cash
TXN-05445,2024-02-26,10:22,Monday,Morning,"Fruits and vegetables, Meats and sausages, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-06654,2024-02-26,10:31,Monday,Morning,"Dairy products and eggs, Personal care, Meats and sausages, Home cleaning",Guayaquil,New,Credit card
TXN-05465,2024-02-26,10:50,Monday,Morning,"Dairy products and eggs, Fruits and vegetables",Quito,New,Debit card
TXN-05357,2024-02-26,11:12,Monday,Morning,"Personal care, Dairy products and eggs",Cuenca,Regular,Credit card
TXN-02618,2024-02-26,11:36,Monday,Morning,"Home cleaning, Meats and sausages, Fruits and vegetables",Guayaquil,New,Cash
TXN-04211,2024-02-26,11:37,Monday,Morning,"Fruits and vegetables, Home cleaning",Cuenca,Regular,Credit card
TXN-00956,2024-02-26,12:02,Monday,Afternoon,"Meats and sausages, Snacks and drinks, Personal care, Fruits and vegetables",Guayaquil,Regular,Debit card
TXN-06371,2024-02-26,12:13,Monday,Afternoon,"Home cleaning, Personal care",Quito,Regular,Cash
TXN-09335,2024-02-26,12:32,Monday,Afternoon,"Snacks and drinks, Personal care",Cuenca,Regular,Debit card
TXN-01595,2024-02-26,12:39,Monday,Afternoon,"Meats and sausages, Fruits and vegetables",Guayaquil,New,Credit card
TXN-08595,2024-02-26,12:47,Monday,Afternoon,"Meats and sausages, Snacks and drinks, Dairy products and eggs",Quito,Regular,Credit card
TXN-08099,2024-02-26,13:59,Monday,Afternoon,"Meats and sausages, Snacks and drinks",Quito,Regular,Credit card
TXN-01353,2024-02-26,14:43,Monday,Afternoon,"Fruits and vegetables, Meats and sausages, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-02027,2024-02-26,15:18,Monday,Afternoon,"Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Credit card
TXN-05392,2024-02-26,15:19,Monday,Afternoon,"Dairy products and eggs, Snacks and drinks, Home cleaning",Cuenca,Regular,Credit card
TXN-08720,2024-02-26,15:47,Monday,Afternoon,"Personal care, Meats and sausages, Fruits and vegetables",Quito,Regular,Credit card
TXN-06152,2024-02-26,16:44,Monday,Afternoon,"Meats and sausages, Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-08375,2024-02-26,16:56,Monday,Afternoon,"Home cleaning, Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-09818,2024-02-26,17:04,Monday,Afternoon,"Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Cash
TXN-03893,2024-02-26,17:12,Monday,Afternoon,"Meats and sausages, Snacks and drinks",Quito,Regular,Credit card
TXN-03295,2024-02-26,18:20,Monday,Evening,"Home cleaning, Snacks and drinks",Quito,Regular,Cash
TXN-08822,2024-02-26,19:09,Monday,Evening,"Meats and sausages, Home cleaning",Quito,Regular,Credit card
TXN-06138,2024-02-26,19:50,Monday,Evening,"Personal care, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-01831,2024-02-26,19:57,Monday,Evening,"Snacks and drinks, Meats and sausages",Guayaquil,Regular,Cash
TXN-04315,2024-02-26,20:13,Monday,Evening,"Snacks and drinks, Meats and sausages, Personal care",Guayaquil,Regular,Debit card
